source_app,dataset,prf_source,implant_id,electrode_index,x_deg,y_deg,polar_deg,ecc_deg
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,25,-0.222375,-6.131598,182.077042,6.135629
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,26,-0.222375,-6.131598,182.077042,6.135629
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,27,-0.109137,-6.184391,181.011002,6.185354
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,28,-0.350836,-6.247466,183.214157,6.257309
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,29,-0.350836,-6.247466,183.214157,6.257309
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,30,-0.794490,-5.498891,188.221313,5.555989
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,31,-0.598655,-5.687949,186.008240,5.719366
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,32,-0.598655,-5.687949,186.008240,5.719366
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,33,-0.412236,-5.931200,183.975830,5.945509
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,34,-0.412236,-5.931200,183.975830,5.945509
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,35,-0.222375,-6.131598,182.077042,6.135629
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,36,-0.222375,-6.131598,182.077042,6.135629
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,37,-0.109137,-6.184391,181.011002,6.185354
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,38,-0.109137,-6.184391,181.011002,6.185354
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,39,-0.350836,-6.247466,183.214157,6.257309
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,40,-0.738517,-5.153916,188.154541,5.206559
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,41,-0.574454,-5.289568,186.198105,5.320670
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,42,-0.574454,-5.289568,186.198105,5.320670
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,43,-0.418102,-5.468953,184.371765,5.484912
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,44,-0.418102,-5.468953,184.371765,5.484912
