electrode_index,repetition_number,dx_to_stim_px,dy_to_stim_px,distance_to_stim_px,dx_to_stim_deg,dy_to_stim_deg,distance_to_stim_deg,stim_x_px,stim_y_px
0,2,-39.21225469413503,117.53071571161377,123.8994352444025,-0.857223456785674,2.569352035140001,2.708579320481799,1311.0,634.0
0,4,-34.033189663711255,44.245372424991956,55.82034557141671,-0.7440033407039099,0.9672530027352408,1.2202947767973598,1311.0,634.0
0,10,-50.13496005605839,41.985110456170105,65.39314734618128,-1.0960059323366098,0.9178411646946076,1.4295668600401295,1311.0,634.0
0,6,50.10199870783117,-171.37786001350037,178.55134045233726,1.0952853606406425,-3.7465104397395774,3.9033306926663727,1311.0,634.0
0,7,-63.53029180299109,227.13164335874808,235.84927685159164,-1.3888427680264996,4.965350092314854,5.155927246727852,1311.0,634.0
0,9,-79.48183350044883,85.88690547378201,117.02103395738493,-1.7375611934681452,1.8775831835518455,2.5582098256794983,1311.0,634.0
0,5,-30.080262292539373,16.70248452479518,34.40632454780645,-0.6575879562285691,0.36513487002816136,0.7521604838645466,1311.0,634.0
0,8,2.7852230512221468,57.2500137715748,57.31772452122086,0.06088807059199527,1.251548912173038,1.2530291443944672,1311.0,634.0
1,2,-54.68780104357893,71.34206708410386,89.89130168606331,-1.1955360950360172,1.5596168554219372,1.9651237340814394,1365.0,751.0
1,10,-78.02590912820006,26.519733529846462,82.4095793083316,-1.7057330689970402,0.5797508413330325,1.8015649698793603,1365.0,751.0
1,9,-33.12265946342745,37.13431860519472,49.76010639259417,-0.7240981388254835,0.8117974650635624,1.0878112147492114,1365.0,751.0
1,7,-53.03029395578437,102.45953262044452,115.36970096969496,-1.1593011484222862,2.239879227008051,2.522109851754165,1365.0,751.0
1,8,-48.56535097704659,92.7672338927755,104.71080650840501,-1.0616925338593242,2.0279948076003977,2.2890945756142984,1365.0,751.0
1,4,-14.93218966552081,105.18095914738342,106.23560822704705,-0.3264342574101355,2.2993726346941874,2.322428435407945,1365.0,751.0
1,1,-33.86865106990649,34.85960862320326,48.60326983504284,-0.740406344222678,0.7620697774016935,1.0625214822271865,1365.0,751.0
1,3,-95.73346565217048,5.791436087115699,95.90848334598171,-2.092839929673838,0.12660722779333486,2.0966660109246558,1365.0,751.0
1,6,-63.16081239036566,80.90442107570288,102.63923992024496,-1.3807655375338272,1.7686605385160603,2.2438078282564664,1365.0,751.0
1,5,-30.56702596865034,52.25892651679624,60.54203892549418,-0.6682291510368839,1.1424381991310733,1.3235162398434424,1365.0,751.0
2,2,-0.42200917814898276,42.05747148611658,42.05958867549648,-0.009225589533423596,0.919423057210382,0.9194693413226591,1248.0,805.0
2,9,-43.402342523497055,131.92592335151824,138.88200959331496,-0.9488234323886717,2.884047268823468,3.0361150430538575,1248.0,805.0
2,10,-48.18991517883774,130.8026797644451,139.39730613790047,-1.0534850901595916,2.8594919159616192,3.0473799980702134,1248.0,805.0
2,3,-50.97688615260745,107.49535548599567,118.97014067771997,-1.1144113722806128,2.349967910207739,2.600819464260156,1248.0,805.0
2,4,-18.429754403939796,110.37574339112666,111.9038005455283,-0.4028949087750172,2.412936390244908,2.4463414174814107,1248.0,805.0
2,5,40.49289206345043,-23.692048700161536,46.91468298169639,0.885219612609319,-0.5179345090840869,1.0256070974054181,1248.0,805.0
2,1,-46.732191755246504,94.66834533216388,105.57458668722774,-1.0216176364271945,2.0695552160114716,2.3079777700791175,1248.0,805.0
2,6,-44.4669380973196,96.44747436772172,106.20463217611176,-0.9720966745164035,2.1084489535388053,2.3217512645166654,1248.0,805.0
2,7,70.77796284302644,-100.76273781190662,123.13671002410236,1.5472849099294947,-2.2027854071658477,2.6919052996935706,1248.0,805.0
2,8,-12.956833668144554,-36.19476166594711,38.443989266967066,-0.28325078046749347,-0.7912577064194549,0.84042832091953,1248.0,805.0
3,5,10.22431728753486,54.51487411133223,55.46537806028717,0.22351493625805374,1.1917557201560687,1.2125347925957224,1194.0,688.0
3,4,-29.54220317800514,79.12787063927385,84.4627828130011,-0.6458253861413902,1.7298231720307924,1.846450279828663,1194.0,688.0
3,1,-38.44350655132621,43.329365209450884,57.925271561002056,-0.8404177682192702,0.947228067217718,1.2663107977363506,1194.0,688.0
3,10,2.226096527627078,45.514543233266295,45.568949422640635,0.04866494353451418,0.9949984867939049,0.9961878665449494,1194.0,688.0
3,2,-29.62196622558463,62.71571659340373,69.35936844359104,-0.6475690949870863,1.3710352488613538,1.5162728601418376,1194.0,688.0
3,3,-23.749969422782442,28.910114585073757,37.41464650247541,-0.5192007204369384,0.6320072271792513,0.8179257443735597,1194.0,688.0
3,8,-71.65428248615126,82.13289376527916,108.99609367708457,-1.5664422310166957,1.7955163164798529,2.3827757145518214,1194.0,688.0
3,7,21.36935826702188,46.246755049257104,50.945184515617605,0.4671579154485061,1.0110054506601485,1.1137183392719738,1194.0,688.0
3,6,-52.85268731008932,35.28773138954432,63.55022063312376,-1.155418469806675,0.7714290167658717,1.3892784343963445,1194.0,688.0
4,10,-54.040576297335065,81.72860362249025,97.97932708806597,-1.1813870429445195,1.7866780847472175,2.141936956064109,1420.0,602.0
4,6,-90.17944682863344,71.00023655243899,114.77528575795671,-1.9714229070592924,1.5521440601880414,2.5091152747642207,1420.0,602.0
4,1,-71.54052524869007,48.837246550838245,86.62057148002329,-1.5639553714088636,1.0676364732086028,1.8936219376327315,1420.0,602.0
4,5,-77.12901491793718,48.21668295453446,90.96006517889853,-1.6861259650115712,1.054070263478295,1.9884880915498098,1420.0,602.0
4,8,-74.35021513799416,72.7856855962475,104.0466747127548,-1.6253783142667055,1.5911759601179662,2.274575916637167,1420.0,602.0
4,2,-72.10061135568753,53.47909703106461,89.76921508580723,-1.5761994760257247,1.169112482317996,1.9624547853480638,1420.0,602.0
4,4,-70.58001772912985,53.332369691121244,88.46400714140589,-1.5429576098006998,1.165904859636456,1.933921489452401,1420.0,602.0
4,9,-87.18375098278534,63.13351144109231,107.642216171495,-1.9059336673181129,1.3801687084483236,2.353178447971293,1420.0,602.0
4,7,-125.00840311918296,154.61589686391176,198.8295159513294,-2.7328225904110277,3.380075300886071,4.346634140380451,1420.0,602.0
4,3,-66.49397213003726,81.56813217779904,105.23691613024903,-1.4536321129538703,1.7831700006646625,2.3005959165140553,1420.0,602.0
5,8,-36.75755841640216,45.80631067691695,58.73104969745946,-0.803561068714125,1.0013768472981568,1.2839260031083501,1397.0,860.0
5,1,-49.48814927833973,107.0837410196882,117.96611593914115,-1.0818659300570381,2.3409695606248504,2.57887036789178,1397.0,860.0
5,3,-27.107172988428147,89.84251627871845,93.84282902127556,-0.5925929206081375,1.9640572308708728,2.0515085122151073,1397.0,860.0
5,6,-46.94358876577189,47.381029055797626,66.69829413557923,-1.0262390099628467,1.0358019407475758,1.4580988190194684,1397.0,860.0
5,5,20.543995574142855,128.86992452140157,130.49717698211765,0.44911456991251186,2.8172397388428623,2.8528132856924056,1397.0,860.0
5,2,-41.97753152966288,82.55061078243546,92.61056361925993,-0.9176754809401303,1.8046480746049085,2.024569821343266,1397.0,860.0
5,7,-156.1496460616513,-139.1573741837725,209.1589987423478,-3.413604762514433,-3.0421348189619155,4.5724481113952145,1397.0,860.0
5,10,-19.025335228071754,39.10906777545085,43.491177988246264,-0.41591496734701305,0.8549676760911061,0.9507654743541614,1397.0,860.0
5,9,-34.55916973679109,57.79924877537053,67.34307218930176,-0.7555018495237386,1.263555799617128,1.4721943836939024,1397.0,860.0
5,4,-59.3178225494421,6.887962009956141,59.71639718417129,-1.296753509622526,0.15057850282876342,1.3054667939984115,1397.0,860.0
6,8,91.93929593908297,-120.93474752761927,151.91460527988508,2.009895164001619,-2.6437679528954545,3.3210220654241547,1139.0,837.0
6,9,35.385738759568085,110.540000004533,116.06568014948499,0.7735715667716689,2.4165272223213186,2.5373247299345745,1139.0,837.0
6,5,14.40857342146387,181.3497180712451,181.92121160700805,0.31498742451922407,3.9645063367241637,3.976999820408759,1139.0,837.0
6,4,-18.254175497406095,71.83268012456813,74.1157800806861,-0.3990565587905166,1.5703422016120867,1.6202533034305544,1139.0,837.0
6,1,-18.922271478633547,54.934606945056316,58.10218066577999,-0.4136618792690167,1.2009315462710923,1.2701782273324682,1139.0,837.0
6,7,107.01672032592296,-155.07931762222665,188.4202037561054,2.3395044137917047,-3.3902061935747883,4.119075009890415,1139.0,837.0
6,10,-62.53481203317301,103.10852873677572,120.59009666754059,-1.3670804741696434,2.2540670032178474,2.636233502148735,1139.0,837.0
6,2,72.71746707181705,-56.45308714812836,92.05857410309467,1.5896846273755563,-1.2341272107104728,2.0125027171982084,1139.0,837.0
6,6,-42.30277060923186,53.853925073772416,68.48189284087279,-0.9247855685962632,1.1773066398071914,1.4970902684935248,1139.0,837.0
6,3,109.07881790713895,-109.1617367877526,154.3193872931634,2.384584158136621,-2.386396856998925,3.373593272214433,1139.0,837.0
7,4,-30.409764554726735,42.119938390620064,51.950389703096015,-0.6647912417936095,0.9207886531504997,1.1356932415649046,1162.0,579.0
7,3,-8.7863194622239,77.65309880091127,78.14859668014738,-0.19207870602139474,1.6975830210088103,1.7084151552021107,1162.0,579.0
7,8,-21.941711397698782,90.46582296316092,93.08868794575352,-0.47967019083302614,1.9776834075557679,2.0350221503696675,1162.0,579.0
7,5,11.416477549624915,101.12284336553228,101.7652465725459,0.2495768842098558,2.2106577146853863,2.2247013625720453,1162.0,579.0
