electrode_index,repetition_number,centroid_x_px,centroid_y_px,centroid_x_deg,centroid_y_deg,n_pixels,fill_ratio,dx_to_stim_px,dy_to_stim_px,distance_to_stim_px,dx_to_stim_deg,dy_to_stim_deg,distance_to_stim_deg
145,9,1278.4308943089432,979.5718157181572,-0.03430239385727053,-5.674528304727492,369,0.5694444444444444,10.430894308943152,3.571815718157154,11.02548972194964,0.22803093947606282,0.07808386028304667,0.24102945586595464
145,4,1282.1368421052632,948.9421052631579,0.046713742690059686,-5.004928801169592,570,0.07177033492822966,14.136842105263213,-27.05789473684206,30.528347028608806,0.30904707602339304,-0.5915156432748528,0.6673835864309758
145,10,1272.5355648535565,964.6715481171548,-0.16318084611808473,-5.348791899116689,478,0.5431818181818182,4.53556485355648,-11.32845188284523,12.202670634035668,0.0991524872152486,-0.24765254532775544,0.2667639385829464
145,6,1272.1615384615384,966.2923076923076,-0.17135747863248033,-5.384223504273503,390,0.5803571428571429,4.161538461538385,-9.707692307692355,10.562087497634764,0.09097585470085302,-0.2122209401709412,0.2308989683510711
145,5,1272.1014492753623,969.7449275362319,-0.17267109500805292,-5.459701610305959,345,0.5324074074074074,4.101449275362256,-6.255072463768101,7.479827383393251,0.08966223832528043,-0.136742834138486,0.16351733752029135
145,8,1265.9166666666667,962.3875,-0.3078773148148132,-5.298860069444445,480,0.45454545454545453,-2.0833333333332575,-13.612499999999955,13.770999746851215,-0.045543981481479826,-0.297584374999999,0.3010493555769974
145,3,1267.7433862433863,964.8783068783068,-0.2679431951793042,-5.35331187536743,378,0.5301542776998598,-0.25661375661366037,-11.12169312169317,11.124653186198685,-0.005609861845970853,-0.24313256907701458,0.2431972793760657
145,2,1269.1812297734627,963.3462783171522,-0.23651033800791163,-5.319820028766632,309,0.5885714285714285,1.1812297734627464,-12.653721682847845,12.708736215874833,0.025822995325421705,-0.2766244156778126,0.27782709449704146
145,7,1269.5422222222223,962.2422222222223,-0.22861864197530618,-5.29568413580247,450,0.5244755244755245,1.5422222222223354,-13.757777777777733,13.843948091690867,0.03371469135802717,-0.30076030864197434,0.3026440874489087
145,1,1266.3315363881402,969.345013477089,-0.29880780173704635,-5.450959044624139,371,0.5796875,-1.6684636118598064,-6.654986522911031,6.860948654831031,-0.03647446840371299,-0.14548539982030503,0.14998796087088948
