electrode_index,repetition_number,centroid_x_px,centroid_y_px,centroid_x_deg,centroid_y_deg,n_pixels,fill_ratio,dx_to_stim_px,dy_to_stim_px,distance_to_stim_px,dx_to_stim_deg,dy_to_stim_deg,distance_to_stim_deg
9,4,1273.566265060241,759.7349397590361,-0.14064859437750937,-0.8686499330655956,332,0.5451559934318555,-1.433734939759006,-3.2650602409638623,3.565980125380504,-0.03134303882195383,-0.07137784471218221,0.07795628774095713
9,8,1274.3552631578948,764.4561403508771,-0.12340021929824431,-0.9718606237816755,228,0.7125,-0.6447368421052033,1.456140350877149,1.5924918577563958,-0.014094663742688751,0.03183284600389768,0.03481364144595232
9,9,1270.6264591439688,765.2373540856031,-0.2049160181582385,-0.9889388240380456,257,0.6572890025575447,-4.373540856031241,2.2373540856031013,4.912597370407977,-0.09561046260268297,0.0489110462602678,0.10739483695864105
9,1,1276.2065217391305,762.7572463768116,-0.08292964975845281,-0.9347209138486319,276,0.575,1.206521739130494,-0.2427536231883778,1.2307006250772594,0.026375905797102746,-0.005306863929145925,0.026904483109327866
9,10,1268.9840255591055,764.0894568690096,-0.2408214412495553,-0.9638445154419601,313,0.6804347826086956,-6.015974440894524,1.0894568690096094,6.1138257043301785,-0.13151588569399975,0.023816737664182294,0.1336550230363292
9,6,1276.2983870967741,759.9516129032259,-0.0809213709677429,-0.8733866487455207,248,0.6946778711484594,1.2983870967741495,-3.0483870967741495,3.313377875348469,0.02838418458781266,-0.06664112903225711,0.07243412188609014
9,5,1277.190082644628,763.9173553719008,-0.061427915518824774,-0.9600821854912767,363,0.5576036866359447,2.1900826446280917,0.9173553719008396,2.3744479081791843,0.047877640036730784,0.02005440771349891,0.0519080695482505
9,3,1272.9970501474927,763.6902654867257,-0.15309226483120125,-0.9551177482792537,339,0.5668896321070234,-2.0029498525072995,0.690265486725707,2.118554826721199,-0.04378670927564569,0.015089970501475872,0.04631396246193288
9,2,1266.9164926931107,759.6805845511482,-0.2860200069589402,-0.8674616678264893,479,0.4979209979209979,-8.08350730688926,-3.319415448851828,8.738512991499654,-0.17671445140338465,-0.07256610995128858,0.1910336034530619
9,7,1271.1548223350253,761.7817258883249,-0.19336541173153024,-0.9133949520586583,394,0.5225464190981433,-3.845177664974699,-1.2182741116751004,4.0335571257139815,-0.08405985617597467,-0.026632825719119554,0.0881780404982473
